content,label
Yuk REPORT Apk nya ke playstore sebagai Apk mencurigakan biar di hapus Aplikasi SAMPAH,Negative
Aplikasi nggak ada guna. Serba error bahkan websitenya pun juga error. Internet saya udah 100Mbps aja masih error tolol emang,Negative
Minta Efin mw taat pajak aja susahnya ga ada obat !,Negative
Mau login tapi ga bisa karena ga memiliki kode efin. Sudah daftar tapi ga bisa login samsek. Jadi buat lapor pajak ga bisa.,Negative
Busek wae seko play store. Apk Ra mutu.. log in wae susah. Muat ulang wae. Meh ganti NPWP di gawe susah!!!!!!,Negative
Aplikasi pemerintah gak ada yang bener,Negative
"kan pas bikin pajak awal nya harus pake NIK KTP , kenapa ga sekalian di padanin aja , kerja orang pajak ngapain ja jadi nya .. makan gaji buta ??",Negative
Aneh... tampilan kartu npwp di web dan aplikasi beda. Diweb nmr krtu 15 dan 16 digit. Diaplikasi hanya 15 digit,Negative
"Aplikasi jamet, lupa password pas selesai mau login ga bisa, ga becus bikin aplikasi padahal dana tumpah2, cape bgt cuman buat login ya allah.",Negative
Aplikasi pemerintah.. menyulitkan masyarakat...wa nyuruh laporan online.. giliran akses aplikasi susahnya minta ampun...hadehhhh,Negative
Aplikasi taee.. pemerintah klw bikin apa2 gak pernah beres,Negative
Tidak berfungsi,Negative
"Buka website gabisa, giliran download apk nya sama juga, pantes aja rating nya kecil, padahal sekelas aplikasi pemerintahan. SAYA CINTA INDONESIA",Negative
Web dan aplikasi sampah... gak ku bayar pajak mampus kau.. capek ribet. Lagin dalah trus,Negative
Sampahh,Negative
Baru pertama kali nemu apk yang daftarnya harus datang ke kantornya 🤣🤣🤣🤣,Negative
Aplikasi jelek ga guna,Negative
"Mau ganti npwp16aja susah setengah mati, webnya diisi salah mulu pdhl dah bener",Negative
"APK SAMPAH, NPWP NIK PASSWORD SUDAH SESUAI TETEP GAK BISA MASUK, DI WEB PUN JUGA BEGITU",Negative
Layanan jelek Mau masak menu gak bisa,Negative
Aplikasi CACAT yang sangat tidak membantu,Negative
Aplikasi tidak berguna tidk bisa di pakai masih saja di jual,Negative
gak bisa buat kode ebiling,Negative
"sangat jelek, mau daftar aja dipersulit. Aplikasi peninggalan VOC.",Negative
Gak fungsi,Negative
Apk Dak jelas,Negative
"Kerja gak bener, buat aplikasi juga bukannya memudahkan malah menyusahkan 👎",Negative
Aplikasi terhenti di samsung j2 prime,Negative
"Pokoknya semua yang ulasannya bintang 1, saya like semuaaaa :D :D :D anccuuurrrrrrrrr!!!!!",Negative
Tlp. G di angkat angkat Dah abis 100rebu pulsa Cs Kantor pajak ganti pake cs bank,Negative
Aplikasi sampah ga guna buang buang waktu saja,Negative
Burukkkk!!,Negative
Anehhhh.. baru instal kok udah disuruh update.. ini developernya gimna😤 bikin emosi tog.,Negative
Saya coba dlu bintang 🌟🌟🌟🌟 yh min klau bagus selanjutnya saya akan tambahkan lagi bintang,Neutral
Tidal bisa Dipakai di hp vivo Y67 dgn software funtouch 3,Negative
"KORUPSI LAGI SI PAJAK INI TOLOLLLL, APLIKASI GAK GUNA, WEB JUGA GAK GUNA, SETIAP MAU TULIS EMAIL PAKE ""@"" LANGSUNG KE RESET TULISANNYA TOLOLLLL WONG PAJAK WONG KORUPSI TOLOLLLL",Negative
"Sudah biasa aplikasi pemerintah buang anggaran gak ada yang berguna, indonesia cemas 2045.. Pecat aja tim IT nya Tambah banyak alasan gal bayar pajak, aplikasinya goblog",Negative
Aplikasi gak jelas. Nyesel download,Negative
Mau bikin npwp aja di persulit banyak error,Negative
lagi dan lagi apk plat merah adalah apk sampah,Negative
"Dengan membayar pajak kita menjadi warga yang baik dan mudah digunakan meski lewat online, urusan menjadi lebih mudah",Positive
Apk sampah...udh beberapa x masukkan kode verifikasi sesuai dg kode yang masuk gagal terus,Negative
"Kenapa ga bisa login?? Dari website masuk kok, apa ada bug ??",Negative
"Layanan mudah dalam genggaman... Mudah dari mana? Kami yang mau wajib pajak, jadi malas karena makin ribet, ngabisin pulsa doang.",Negative
Aplikasi lemot web g jelas ..,Negative
Mau coba dulu,Neutral
"Gobl*k ga becus lu buat aplikasi server web juga down terus sekelas penyediaan layanan negara begini. sampah! Lu kerja ngapain aja si, lebih bagus server/web/apk judi online.",Negative
"Perbaiki sistemnya, sekelas apk nasional kayak trash banget, ga niat amat udah digaji warga",Negative
"LAYANAN SAMPAH PEMERINTAH,Fitur live chat pas buka bilang jaringan kurang bagus,chat berakhir....dongooo udh gw tunggu petugas KRING buat konsultasi ditunggu ga ad jawaban,giliran masuk udh bbrpa kali malah error ,layanan tolol",Negative
"Ini web deplop nya magang kah? Ga web nya, ga apk nya ga pemerintah nya gajelas semua. Ga mampu bayar pro kah? Web sekelas pemerintah bobroknya minta ampun. Ada web sama apk biar memudahkan malah kek orang tolol muter muter doang. Disuruh taat pajak tapi sistem pajak nya aja ga bener apa yg di harap dari pengelola kaya gini. Apa susahnya sih bayar pro gausa make anak magang terus biar bener tuh web sama apk. Gajelas gajelas, capeee",Negative
"Apk yang sangat membagongkan, buang2 waktu ngisi data aja ribett bgt yang di tulis apa yang muncul apa. Bikin emosi aja..",Negative
Mantap,Positive
Apk PPK Error Truss,Negative
Gabisa login eror mulu!!,Negative
Sampah,Negative
"Apk pemerintahan kok gini amat ya, eror mulu",Negative
"Woi... Hati hati bos dgn aplikasi ini, kayaknya ini aplikasi ilegal,mau dft berhari hari gak bisa masuk di ulang ulang terus,salah salah data kita bisa di salah gunakan,DTG lgsung k kantor pjk sj bos kalo mau buat NPWP",Negative
"aplikasi sampah, sampah dan sampah,",Negative
Tidak bisa log in,Negative
"Sumpah membagong kan, apk gak fungsi, saya yg tdk mempunyai penghasilan tetap malah kna pajak,terus d kasih surat teguran lgi d suruh byr pajak. mau menhubungi ke pihak lewat apk malah gak fungsi apk nya😶😶",Negative
"BUKANYA ORANG ATAS PINTER"" YA. BIKIN APLIKASI KEK GINI AJA AMBURADUL. MAU LOGIN AJA RIBETNYA MINTA AMPUN, UDAH RIBET KAGA BISA LOGIN, UDAH RIBET MASIH AJA KEBOBOLAN HACKER.. LAWAK LAWAK !!! . BUKANNYA MEMPERMUDAH. MALAH MEMPERSULIT SULIT. CAPEK CAPEK.",Negative
"Petugas pajak kota serang kenapa jutek"" ya. Loket 13 yg buka cm 3. Parah perusahaan negara begini",Negative
"apasih departemen di pemerintahan yg gk bobrok , semua apk dari pemerintah pasti bobrok , susah diakses semua dipersulit sampai offline tetap aja dipersulit",Negative
Kecewa dengan dirjen pajak uang pajak dari pekerja kasar dikorupsi,Negative
APLIKASI SAMPAHHH!! GA APLIKASINYA GA INSTITUSINYA SEMUANYA GA GUNA PAYAH SEMUANYA,Negative
"Aplikasi payah, gak jelas. Seharusnya bisa mempermudah ini makin sulit, tolonglah diperbaiki aplikasinya, biaya negara loh",Negative
Sering down server,Negative
Okey,Positive
Pada WEB. DI LANGKAH KE 2. CAPCHA UDH BENER MASIH AJA KE RELOAD DAN NGULANG BEGITU TERUS. Sedangkan daftar menggunakan PC.,Negative
"Baru masuk aplikasi langsung disuruh update, pengen berkata kasar tapi ga pengen disangka orgnya kasar. Update ga jelas jalan/engga. Jinglah",Negative
Aplikasi gilo suruh gisih data sesuai KTP tpi tertulis kelurahan anda salah aplikasi tolol udh ditulis data diri seperti di KTP alamat tpi salah eror tolol,Negative
untuk login ke aplikasi ribet sekali kirain daftar udh bisa login ke aplikasi ternyata gak .. tidak bisa login terus harus datang ke kpp terdekat untuk mendapatkan efin jadi apa gunanya online ini,Negative
Saya Download Hanya Ingin Masuk Konten Tretan Muslim Aja😁hehe,Neutral
Ini aplikasi tambah menyusahkan no otp ratusan kali datang tp di verifikasi di suruh ulang melulu,Negative
"Biasa, seperti aplikasi pemerintah pada umumnya, ngga yang manual ngga online sama ribetnya. Giliran sama pajaknya kita disuruh taat, tapi pelayanannya, bahkan yang online sekalipun tambah bikin makan pikiran sama makan hati. Aplikasi sampah cuman ngabisin anggaran doang.",Negative
"Kmrn bisa login, skrng gk bisa. Lapor ke kantor kpp pratama, disuruh online, tp app eror. Mau nya gmn?",Negative
Aplikasi sampah.. Udahlah buat peraturan suka2.. Minimal Pake Apk yg Pro donk.. Ini malah Eror mulu,Negative
Admin aplikasi lu parah banget,Negative
Sulit login padahal login di website nya bisa.,Negative
Aplikasi g guna susah login!!,Negative
"Aplikasi ga jelas, fitur efin ga bekerja, fitir daftar pengguna juga ga bisa diakses.",Negative
Mau daftar ko ga bisa mulu....,Negative
sangat buruk ga berguna mending buang aja dari playstore,Negative
"Aplikasi SAMPAH!!!! ANJ bener bener bikin orang buang buang waktu, dimana mana orang pake apkikasi biar memudahkan ini malah bikin tambah susah, mau web mau aplikasi bener bener sampah, produk gagal, untuk daftar diminta kode efin, suruh donlot aplikasi udah di donlot daftar ini itu dan udah selesai seenaknya data error, suruh lagi ulang dari awal padahal udah bner semua, gini doang gk bisa! gimana mau maju Indonesia dasar apk sampah!",Negative
Buruk lemot,Negative
Aplikasi sampah ga guna,Negative
"Lupa pasword aja dipersulit, serius gak sih bikin aplikasi. Malah nyusahin masyarakat",Negative
"Kenapa wajib pajak yg harus memadankan nik sendiri, padahal datanya sdh ada waktu daftar. Payah banget",Negative
"Ribet, mau bayar pajak aja ribet, apalagi minta duit. pengajuan efin gagal.",Negative
Udah habisin dana banyak ini hasil nya? Wkakakakak lawak,Negative
"Ini aplikasi apa sih ini, ga ada solusi dan kemudahan sama sekali. Ntar di bilang kita yang berbelit belit.",Negative
"Susah login, tolong di perbaiki",Negative
Sangat membantu saya dalam laporan tahunan,Positive
bapak/ibu terhormat ini aplikasi gabisa login wei?,Negative
"Aplikasi lemott, customer service cuma ada bot doang lagi. App pemerintah gada yg beress, apa anggaranya dikorupsi?",Negative
tidak bisa di gunakan,Negative
"yaa biasalah si paling nyari selisih, ngebuat aplikasi... ya isinya orang muak semua",Negative
aplikasinya super eror,Negative
SAMPAH! Udah webnya gak fungsi. Mau login saja susah. Kolom username gak bisa diisi. Begitu bisa diisi salah mulu padahal username & password udah benar&tersimpan otomatis di chrome. Disuruh memadankan nik&npwp. Login aja gak bisa. Abis download aplikasi malah suruh update. Kenapa gak sekalian yg didownload versi terbaru? Muter² doang! Dirjen pajak tugasnya ngapain sih selain malak? Bikin web/apk nyusahin gak fungsi. Ini di web ada kolom kritik saran aja tombol kirimnya gak bisa??? Anti kritik!,Negative
Bukannya mempermudah malah mempersulit,Negative
Aplikasi kurang bermutu. Mau lapor pajak aja susah.,Negative
"Aplikasi gak jelas banget, udah daftar via web trus mau login d aplikasi gak bisa, salah semua padahal baru buat gak mungkin ada yang salah",Negative
Mau bayar pajak aja ribet ini......!,Negative
Sangat baik.,Positive
Sangat membantu,Positive
Ribet ah mau daftar saja mesti ini itu tidak dibuat simpel,Negative
"bolak balik mau pasfoto keluar sendiri trus ini sebenernya aplikasi mau mempermudah atau mempersulit hadeh. ktanya bisa online mau minta efin ajah susahnya minta maaf, harus datang langsung lh ini itulah bukanya semakin mudah mlh semakin syulit",Negative
"App sekelas punya pemerintah cuma bikin emosi penggunanya, error ,ga jelas, apa indonesia kekurangan orang pintar untuk bikin app yg bagus?",Negative
"Aplikasi menyukitkan tidak berguna,emding tidak usah pajak sekalian",Negative
"Saya sudah download dan sudah dihapus lagi, gblk",Negative
Bikin malu ini aplikasi,Negative
"mohon segera di update min , karena aplikasi nya eror mulu mau login selalu eror , padahal data sudah benar.",Negative
Bagus dan sangat membantu,Positive
"Aplikasi apaan ini, cape cape isi data, ujung ujungnya eror,kalau bikin aplikasi yang niat bos, kalau gini ma ga usah bayar pajak nyusahin, ribet",Negative
Aplikasi gk guna mau daftar aja ribet amat,Negative
Sampah,Negative
Mengapa saat kita mengisi form untuk alamat email hilang terus dan huruf menjadi besar,Negative
Setiap mau masukin data untuk mengambil efin selalu keluar aplikasinya. Percuma di install.,Negative
Disiplin membayar pajak cermin budaya bangsa yang hebat,Positive
Akalau ngak bagia hapus lagi bos,Negative
Apk ghoblokk,Negative
"aplikasinya hanya merepotkan, org djb gaji sudah selangit tapi pelayanannya buruk, aplikasi yg harusnya mempermudah malah berbelit belit...",Negative
Mau masuk apk nya aja susah banget mental mental pie iki nyusah ke,Negative
Aplikasi Tolollll. Masukin Chapta Udh bener katanya salahhh.,Negative
nggak ngerti bgt,Negative
Mau bikin nomor efin gagal terus :(,Negative
"Mentok d tahap ke 2 terus mau di apain ya ga bisa,emang lawak negara konoha pajak aza d persulit.lawakkkkkkk",Negative
"Aplikasi eror npwp dan sandi sdh betul pun ttp tidak bisa log in....perbaiki lagi coba .jangan kecewakan orang,!!!",Negative
"Jangan di download, percuma buang² waktu buang² kuota, aplikasi ga jelas, live chatnya juga ga jalan, padahal mau urus² buat npwp16",Negative
Good apk,Positive
Masih di uji coba,Neutral
Aplikasi bikin nga liyer keun daftar langkah ke 2 susah msukan kode otp blik lg blik lg malah plz habis daftar gak bisa bisa,Negative
Ok thanks,Positive
"Aplikasi Apaan, orangmau daftar aja payah. apalagi login. ya gini kebanyakan makan duit...",Negative
"daftar untuk log susah banget, apa harus ke kantor cabang terdekat",Negative
M-pajak sangat bgus aplikasinya TDK rumit,Positive
Dari aplikasi ini kita tahu bahwa membayar pajak itu tidak semudah mengkorupsi uang rakyat,Negative
coba buka aplikasi games Pow .. rating lebih tinggi 4.4 / zuma .. uwow ..,Neutral
aplikasi kaga guna,Negative
"Gak guna ribet dan payah yang sangat konyol, verifikasi data aja gagal terus",Negative
apk lemot klok developer ga niat bikin sklian ga ush bikin ruggi gw donload,Negative
"Begini kalo aplikasi hanya buat proyek pendapatan, birokrasinya rumit, ribet, pelayanan, tidak mudah dimengerti masyarakatnya, buat login aja susah",Negative
"Apk lawak!! Ujung-ujungnya lapor spt lewat website juga, trus ni apk buat apa ajg",Negative
"*pastikan email anda adalah email yang selalu anda gunakan* ku masukin email ku*email yg anda gunakan sudah pernah terdaftar*. Kapan aku daftarnya? Pas di coba pake email lama ku berhasil masuk sampe tahap 3. LAMA BANGET! Di tungguin entah berapa jam, malah balik lagi ke awal. Dan sekarang gak bisa masuk!",Negative
Apasi... Gk bisa login effin udh bener juga,Negative
Sering restart gak bis masuk ke akun yang sudah ada,Negative
Saya sudah pakai 2 akun tapi tidak bisa daftar,Negative
Mantap,Positive
Pelayanan Payah . gw udah selese daftar NPWP tahap dua dan dan setelah itu ada notif chack Link aktifasi di email tapi pesannya gk muncul2 di email. kan T...,Negative
"Sekelas Kantor pajak buat website dan aplikasi kalah dengan kominfo dan website seperti Prakerja yang mudah diakses!!!Ini tuh mau daftar Npwp dah via email nunggu gak diproses,masyarakat dipersulit bayar pajak suruh rutin, Memang terbaik",Negative
Apk gak guna websitenya pun sama. Lebih baik ke kantor pajak nya aja kalo bikin npwp emang sampah gak guna buat nonton bokep aja tuh Situs web,Negative
Percuma ada aplikasi ujung-ujungnya disuruh ke kantor pajak juga. Payahh,Negative
"Aplikasi belum bisa di gunakan, untuk daftar data salah terus. Aplikasi belum sepenuhnya berhasil jangan di luncurkan min",Negative
aplikasi tidak berguna sebelumnya sudah mendaftar tidak ada email balasan mencoba mendaftar lagi kartu provider harus axis menyusahkan orang aja kalau ga bisa buat aplikasi mending tidak usah,Negative
Buset dah...,Neutral
Sgat bantu,Positive
"ga jelas aplikasinya, data data udah benar gabisa login mau aktivasi butuh EFIN, mau dapetin EFIN disuruh login, gajelas banget ini web sama apknya, anggaran banyak buat apa?????",Negative
"website buruk,aplikasi buruk 👎",Negative
Payah,Negative
"Aplikasi gajelas, semua dibuat ribet dan susah.",Negative
mantap,Positive
Aplikasi gak jelas gak respon ketika dibuka,Negative
Payah aplikasi nya gagal terus mau minta kode efin aja,Negative
"Elek tenan. cuma menghabiskan pulsa,gak masuk-masuk",Negative
Web payah.. kebanyakan d korupsi pasti uang pajaknyaa.. jadi gak pernah ada perbaikan d websitenya.. karena uangnya buat BO Lucunya negeriku.. cuman bisa ngasih kebijakan tanpa solusi sama sekali.. pemerintah itu yg mempersulit dan mempermiskin masyarakatnya sendiri,Negative
"Aplikasi Lolot, orang baru berhasil ndaftar malah keblokir. Blok!!!",Negative
Gila wajib lapor pajak dan bayar pajak aplikasi sekelas pemerintah kok jelek forclose2 gak bisa dibuka buang2 duit bikin aplikasi abal2,Negative
aplikasi insitusi kelas negara tapi peforma aplikasi scam. kerja bagus!!,Negative
"Sangat buruk selalu diulang terus, kesalahan dalam penulisan kelurahan dan kota terus menerus.dari pada pusing goodby",Negative
Ter buruk,Negative
Kecewa sih kenapa kalau di buat online tapi harus ke kpp kabupaten juga. Hmm,Negative
Ok dl aja,Positive
Mantap,Positive
"Codingan eror parah , udah sesuai nik masih aja di bilang salah ,",Negative
"Tolong Aplikasi diperbaiki lagi, ini sudah tahun 2024 semua serba modern harusnya diupgrade lebih baik agar tidak macet dan lag, Aplikasi fungsi seharusnya untuk mempermudah bukan untuk mempersulit",Negative
Saya mencoba mendaftar NPWP tapi request otp tidak ada dikirim,Negative
Semoga selalu membantu kami,Positive
Aplikasi payah otp aja ngga di kirim kirim,Negative
Ok,Positive
Masa ga bisa daftar kocak,Negative
"Saya lupa password, klik lupa password ga bisa bisa, kaya ga aktif gitu...sampe di hapus instal ulang, tetep ga bisa",Negative
